booking_id,customer_id,trip_id,booking_date,booking_amount,booking_status
B004146,C003294,T000037,2026-01-25,4851.7,Cancelled
B004147,C004252,T000002,2026-08-12,1303.92,Confirmed
B004148,C003989,T000002,2026-08-19,3303.92,Cancelled
B004149,C000923,T000039,2025-10-18,1345.97,Confirmed
B004150,C002916,T000049,2025-10-14,1444.81,Confirmed
B004151,C002951,T000042,2026-02-14,3511.66,Confirmed
B004152,C003047,T000044,2026-01-29,4621.79,Confirmed
B004153,C000975,T000034,2026-09-16,1215.7,Confirmed
B004154,C001231,T000042,2026-02-11,4831.09,Confirmed
B004155,C002436,T000020,2026-11-03,1937.18,Confirmed
B004156,C001815,T000033,2026-04-26,2260.91,Confirmed
B004157,C002935,T000004,2026-03-24,1191.56,Cancelled
B004158,C004934,T000045,2025-12-18,3271.26,Pending
B004159,C001364,T000044,2026-03-02,3183.89,Cancelled
B004160,C003941,T000011,2026-07-30,2490.21,Confirmed
B004161,C000204,T000042,2025-11-13,2642.41,Confirmed
B004162,C000161,T000047,2026-04-13,3303.39,Confirmed
B004163,C004488,T000005,2025-09-24,3125.73,Confirmed
B004164,C000769,T000025,2026-06-28,2184.19,Cancelled
B004165,C003749,T000049,2026-02-13,4478.51,Confirmed
B004166,C002582,T000037,2025-10-31,3504.47,Pending
B004167,C001094,T000034,2026-09-21,1424.33,Confirmed
B004168,C004501,T000009,2026-02-10,1939.56,Confirmed
B004169,C000608,T000006,2026-04-05,4045.45,Confirmed
B004170,C001541,T000018,2026-06-10,970.36,Cancelled
B004171,C002876,T000014,2026-07-22,3876.04,Confirmed
B004172,C003192,T000019,2026-03-22,2114.79,Confirmed
B004173,C001838,T000014,2026-07-23,2982.61,Confirmed
B004174,C000690,T000040,2026-06-27,1762.51,Pending
B004175,C003760,T000017,2025-12-20,4939.05,Confirmed
B004176,C002950,T000035,2026-02-23,4576.28,Confirmed
B004177,C002104,T000029,2026-06-21,4678.02,Confirmed
B004178,C000366,T000042,2026-01-15,1331.49,Cancelled
B004179,C003576,T000017,2026-05-05,4287.61,Confirmed
B004180,C004551,T000043,2026-08-27,2909.29,Pending
B004181,C004200,T000008,2026-01-26,3685.37,Confirmed
B004182,C004173,T000001,2025-12-17,1478.77,Confirmed
B004183,C004326,T000045,2025-09-04,3703.93,Confirmed
B004184,C002379,T000036,2026-04-07,4614.2,Confirmed
B004185,C001206,T000007,2025-10-29,1703.67,Confirmed
B004186,C004989,T000046,2026-08-11,1550.12,Pending
B004187,C003840,T000005,2025-12-26,969.87,Confirmed
B004188,C002736,T000024,2026-05-28,1700.63,Confirmed
B004189,C003348,T000028,2026-06-29,2911.07,Confirmed
B004190,C001676,T000043,2026-09-12,4247.22,Confirmed
B004191,C000299,T000017,2026-03-13,1754.6,Confirmed
B004192,C000957,T000037,2025-11-30,3295.15,Confirmed
B004193,C001115,T000020,2026-09-21,2658.16,Confirmed
B004194,C002506,T000003,2026-05-03,1798.61,Confirmed
B004195,C001475,T000037,2025-12-03,2796.62,Confirmed
B004196,C004461,T000026,2025-10-06,1255.83,Cancelled
B004197,C004447,T000015,2026-02-21,3378.1,Confirmed
B004198,C003727,T000048,2026-07-18,1020.48,Confirmed
B004199,C003472,T000008,2026-02-01,3789.41,Confirmed
B004200,C002829,T000013,2026-02-01,1299.71,Confirmed
B004201,C002851,T000048,2026-09-05,4991.72,Confirmed
B004202,C002507,T000003,2026-04-21,4206.53,Confirmed
B004203,C003771,T000001,2026-02-22,2047.28,Confirmed
B004204,C002965,T000009,2026-02-23,2417.92,Confirmed
B004205,C004595,T000031,2025-11-07,1666.36,Confirmed
B004206,C000950,T000041,2026-07-08,3952.02,Confirmed
B004207,C004604,T000026,2025-12-02,2213.27,Confirmed
B004208,C002851,T000017,2026-05-13,3898.33,Cancelled
B004209,C000166,T000034,2026-04-13,582.81,Confirmed
B004210,C003487,T000009,2026-01-28,1110.29,Cancelled
B004211,C002510,T000013,2026-02-17,2142.38,Confirmed
B004212,C000920,T000005,2025-11-15,990.09,Confirmed
B004213,C000114,T000041,2026-08-21,3205.08,Confirmed
B004214,C003505,T000013,2026-03-03,728.74,Confirmed
B004215,C000992,T000001,2025-12-30,4368.93,Pending
B004216,C003840,T000025,2026-10-30,3925.89,Confirmed
B004217,C001259,T000047,2026-05-12,1473.15,Confirmed
B004218,C003427,T000004,2026-02-22,2677.06,Pending
B004219,C000515,T000036,2026-06-02,2533.16,Confirmed
B004220,C004805,T000010,2026-02-25,3761.89,Confirmed
B004221,C003197,T000028,2026-06-07,2306.79,Confirmed
B004222,C004435,T000006,2026-06-03,648.21,Pending
B004223,C002585,T000027,2026-07-20,1731.81,Confirmed
B004224,C000068,T000012,2025-10-21,2597.88,Confirmed
B004225,C001597,T000048,2026-09-02,4885.21,Confirmed
B004226,C004479,T000003,2026-04-13,4465.21,Confirmed
B004227,C000019,T000046,2026-08-17,1316.33,Cancelled
B004228,C002731,T000033,2026-03-09,3754.74,Confirmed
B004229,C003522,T000010,2026-06-24,4715.71,Confirmed
B004230,C000573,T000031,2025-09-15,539.57,Confirmed
B004231,C002259,T000015,2026-01-29,3744.26,Cancelled
B004232,C002903,T000007,2025-12-17,2567.0,Confirmed
B004233,C000651,T000036,2026-06-09,3561.06,Confirmed
B004234,C002588,T000014,2026-11-11,3225.15,Confirmed
B004235,C003263,T000048,2026-05-13,4930.99,Confirmed
B004236,C001339,T000014,2026-09-01,1799.67,Cancelled
B004237,C004997,T000003,2026-07-15,4037.64,Confirmed
B004238,C003635,T000049,2025-11-08,1555.88,Confirmed
B004239,C002828,T000046,2026-08-15,2460.24,Confirmed
B004240,C002218,T000050,2026-07-10,4889.21,Confirmed
B004241,C003540,T000003,2026-05-27,3947.61,Confirmed
B004242,C001038,T000022,2026-06-17,1921.2,Cancelled
B004243,C004384,T000019,2026-05-30,3287.16,Confirmed
B004244,C003979,T000035,2026-03-15,723.61,Confirmed
B004245,C002962,T000012,2025-12-31,1698.78,Confirmed
B004246,C003227,T000005,2025-11-22,3732.76,Pending
B004247,C001099,T000010,2026-07-12,3065.42,Confirmed
B004248,C002325,T000041,2026-10-20,2613.53,Confirmed
B004249,C000940,T000033,2026-02-13,3608.94,Confirmed
B004250,C003717,T000013,2025-12-19,2293.07,Confirmed
B004251,C003415,T000035,2026-02-21,617.7,Cancelled
B004252,C001449,T000032,2026-04-30,2484.62,Confirmed
B004253,C000571,T000011,2026-07-21,4559.58,Confirmed
B004254,C002905,T000048,2026-05-12,4354.77,Pending
B004255,C002506,T000038,2026-09-04,2340.49,Pending
B004256,C000918,T000024,2026-02-07,600.0,Confirmed
B004257,C001875,T000035,2026-02-27,3363.38,Confirmed
B004258,C004929,T000019,2026-08-21,3835.37,Confirmed
B004259,C001679,T000006,2026-04-29,1824.1,Confirmed
B004260,C000616,T000040,2026-07-17,2644.99,Confirmed
B004261,C004502,T000045,2025-11-25,4963.36,Confirmed
B004262,C001750,T000044,2025-12-23,3093.54,Cancelled
B004263,C003826,T000042,2025-11-28,2079.84,Confirmed
B004264,C004189,T000035,2026-05-08,3323.7,Confirmed
B004265,C002478,T000004,2026-01-20,1310.1,Confirmed
B004266,C004750,T000033,2026-01-10,1396.64,Confirmed
B004267,C003506,T000013,2025-11-12,4662.16,Confirmed
B004268,C003476,T000036,2026-04-09,1576.4,Confirmed
B004269,C004530,T000043,2026-06-22,1898.55,Cancelled
B004270,C001136,T000019,2026-05-06,2947.0,Cancelled
B004271,C004001,T000043,2026-08-28,4548.62,Confirmed
B004272,C000375,T000012,2026-01-02,4016.52,Confirmed
B004273,C000207,T000011,2026-07-23,697.03,Cancelled
B004274,C004876,T000006,2026-03-23,3618.63,Confirmed
B004275,C001320,T000012,2025-10-23,2768.28,Pending
B004276,C001142,T000027,2026-06-19,2639.99,Confirmed
B004277,C004628,T000041,2026-06-18,3612.01,Confirmed
B004278,C002691,T000025,2026-07-01,1383.04,Confirmed
B004279,C003256,T000042,2026-04-13,4916.7,Confirmed
B004280,C000090,T000003,2026-07-01,3403.88,Confirmed
B004281,C004109,T000003,2026-04-08,2145.45,Cancelled
B004282,C003021,T000020,2026-07-16,3200.91,Confirmed
B004283,C001858,T000028,2026-06-01,1474.12,Confirmed
B004284,C000805,T000023,2026-06-25,3352.29,Confirmed
B004285,C000945,T000048,2026-06-08,626.98,Confirmed
B004286,C002790,T000003,2026-06-04,2035.32,Confirmed
B004287,C003876,T000042,2026-03-14,3863.83,Confirmed
B004288,C001611,T000024,2026-02-21,4135.9,Confirmed
B004289,C002924,T000043,2026-07-19,1638.14,Confirmed
B004290,C003883,T000040,2026-04-06,2927.34,Confirmed
B004291,C003222,T000006,2026-04-30,2878.22,Confirmed
B004292,C004392,T000020,2026-11-06,2396.55,Confirmed
B004293,C004736,T000011,2026-10-06,1527.95,Confirmed
B004294,C002388,T000032,2026-05-16,3664.53,Confirmed
B004295,C004724,T000027,2026-09-02,1635.63,Confirmed
B004296,C000942,T000021,2026-06-10,4599.62,Cancelled
B004297,C004926,T000044,2026-04-22,2878.26,Confirmed
B004298,C002567,T000048,2026-07-28,4417.15,Confirmed
B004299,C000976,T000050,2026-06-27,1808.34,Confirmed
B004300,C000955,T000013,2026-01-17,4131.86,Confirmed
B004301,C001263,T000022,2026-02-24,1011.49,Confirmed
B004302,C000944,T000035,2026-03-10,3950.74,Confirmed
B004303,C002203,T000047,2025-12-27,2241.26,Confirmed
B004304,C003328,T000022,2026-03-30,2614.96,Pending
B004305,C004275,T000028,2026-05-05,1250.63,Confirmed
B004306,C002260,T000021,2026-09-21,583.82,Confirmed
B004307,C001829,T000046,2026-10-15,3497.89,Cancelled
B004308,C001258,T000018,2026-10-28,3144.73,Confirmed
B004309,C000465,T000031,2026-01-20,3300.93,Pending
B004310,C003295,T000046,2026-09-04,1647.51,Cancelled
B004311,C001231,T000037,2025-11-20,1576.75,Pending
B004312,C002655,T000021,2026-05-30,4236.33,Confirmed
B004313,C000885,T000014,2026-09-30,3925.64,Confirmed
B004314,C003806,T000025,2026-09-03,2015.56,Cancelled
B004315,C003857,T000027,2026-07-23,3370.13,Pending
B004316,C003136,T000040,2026-04-27,4226.68,Pending
B004317,C000925,T000023,2026-07-31,4499.73,Cancelled
B004318,C004590,T000031,2026-02-13,526.13,Confirmed
B004319,C001547,T000047,2026-03-25,4160.58,Confirmed
B004320,C001095,T000029,2026-10-03,2076.77,Confirmed
B004321,C002412,T000047,2026-04-19,3732.7,Confirmed
B004322,C002618,T000030,2026-01-20,2171.31,Confirmed
B004323,C000763,T000026,2025-12-17,3228.12,Confirmed
B004324,C002324,T000020,2026-06-16,3410.52,Confirmed
B004325,C004146,T000038,2026-12-03,2322.47,Confirmed
B004326,C002776,T000019,2026-07-28,2807.53,Pending
B004327,C004660,T000027,2026-04-22,3768.41,Confirmed
B004328,C004879,T000025,2026-10-19,2643.37,Confirmed
B004329,C003156,T000040,2026-08-03,562.91,Confirmed
B004330,C003971,T000038,2026-09-28,558.07,Cancelled
B004331,C002041,T000023,2026-08-28,3475.9,Confirmed
B004332,C000584,T000029,2026-08-06,4312.57,Confirmed
B004333,C004332,T000015,2026-03-18,4033.73,Confirmed
B004334,C002104,T000003,2026-05-11,1896.8,Confirmed
B004335,C001943,T000010,2026-04-04,2620.08,Confirmed
B004336,C004456,T000015,2026-03-28,1553.72,Confirmed
B004337,C000110,T000016,2025-11-30,4951.17,Cancelled
B004338,C000192,T000017,2025-12-29,1672.28,Confirmed
B004339,C000904,T000019,2026-06-24,2373.18,Confirmed
B004340,C000862,T000011,2026-07-06,3565.08,Confirmed
B004341,C001084,T000048,2026-09-18,4442.08,Confirmed
B004342,C000650,T000005,2026-01-29,731.64,Confirmed
B004343,C004135,T000005,2025-09-15,1854.59,Confirmed
B004344,C003612,T000014,2026-09-25,3060.44,Pending
B004345,C000637,T000050,2026-10-21,3282.41,Confirmed
B004346,C001037,T000026,2025-09-22,815.12,Pending
B004347,C004132,T000008,2025-12-10,3488.35,Pending
B004348,C002149,T000005,2026-02-21,2876.29,Confirmed
B004349,C003866,T000007,2025-08-29,4224.32,Confirmed
B004350,C003158,T000016,2026-02-07,1499.85,Confirmed
B004351,C003588,T000014,2026-07-11,1377.62,Confirmed
B004352,C003295,T000037,2025-11-02,4070.02,Confirmed
B004353,C004262,T000041,2026-06-22,3667.41,Confirmed
B004354,C002431,T000004,2025-10-26,4062.53,Pending
B004355,C001880,T000036,2026-05-05,4018.7,Confirmed
B004356,C003967,T000048,2026-08-28,968.0,Confirmed
B004357,C003714,T000017,2025-12-07,1753.62,Cancelled
B004358,C004127,T000047,2026-05-25,1670.38,Cancelled
B004359,C004107,T000036,2026-04-29,4705.64,Confirmed
B004360,C002012,T000006,2026-03-09,2693.6,Confirmed
B004361,C003374,T000016,2025-11-30,999.76,Confirmed
B004362,C002144,T000029,2026-09-28,1803.1,Cancelled
B004363,C002501,T000036,2026-03-18,4423.56,Pending
B004364,C004582,T000038,2026-08-25,4311.8,Confirmed
B004365,C001290,T000037,2025-09-27,4551.53,Confirmed
B004366,C001448,T000048,2026-09-09,2248.38,Confirmed
B004367,C003200,T000048,2026-08-03,3386.03,Pending
B004368,C001944,T000010,2026-06-09,1751.78,Confirmed
B004369,C003184,T000041,2026-05-30,1313.71,Confirmed
B004370,C003217,T000036,2026-04-17,598.55,Confirmed
B004371,C003137,T000029,2026-09-12,1505.48,Confirmed
B004372,C003319,T000014,2026-07-19,3219.68,Confirmed
B004373,C002783,T000004,2026-02-14,4568.95,Confirmed
B004374,C000991,T000044,2026-01-09,1100.39,Confirmed
B004375,C004921,T000042,2026-02-04,4631.05,Confirmed
B004376,C002154,T000036,2026-01-19,2054.23,Cancelled
B004377,C000226,T000050,2026-07-09,2420.73,Confirmed
B004378,C000777,T000045,2025-11-03,2142.4,Cancelled
B004379,C002838,T000013,2026-01-25,2338.74,Confirmed
B004380,C000688,T000046,2026-08-13,1666.37,Confirmed
B004381,C000530,T000018,2026-10-28,3643.72,Confirmed
B004382,C003443,T000033,2026-05-09,3911.82,Cancelled
B004383,C002154,T000021,2026-06-18,4204.01,Confirmed
B004384,C001295,T000016,2026-04-28,2035.8,Confirmed
B004385,C001527,T000015,2025-12-29,3940.82,Confirmed
B004386,C004775,T000005,2025-09-30,3369.54,Confirmed
B004387,C002897,T000006,2026-04-18,4810.62,Confirmed
B004388,C003104,T000038,2026-09-20,2411.53,Pending
B004389,C002441,T000003,2026-09-19,4965.39,Cancelled
B004390,C004136,T000048,2026-07-08,3831.77,Cancelled
B004391,C003803,T000012,2026-03-06,3993.25,Confirmed
B004392,C000845,T000036,2026-02-26,615.67,Pending
B004393,C000447,T000033,2026-05-10,2738.29,Confirmed
B004394,C003916,T000036,2026-06-11,2877.52,Cancelled
B004395,C003110,T000033,2026-03-11,682.7,Confirmed
B004396,C001235,T000031,2025-10-12,1904.59,Confirmed
B004397,C000227,T000021,2026-08-22,4800.4,Cancelled
B004398,C004144,T000027,2026-07-05,2417.5,Confirmed
B004399,C002960,T000027,2026-05-18,1340.16,Pending
B004400,C001831,T000008,2026-03-22,2810.02,Confirmed
B004401,C003780,T000037,2025-12-29,651.95,Pending
B004402,C000187,T000032,2026-04-26,2821.95,Confirmed
B004403,C002878,T000026,2025-09-17,3174.21,Confirmed
B004404,C002536,T000002,2026-10-06,2109.62,Confirmed
B004405,C001933,T000012,2026-02-01,3931.59,Confirmed
B004406,C002925,T000022,2026-05-25,1110.71,Confirmed
B004407,C000849,T000017,2026-05-02,4451.83,Confirmed
B004408,C002033,T000007,2025-09-22,4799.5,Confirmed
B004409,C001253,T000043,2026-10-23,505.56,Confirmed
B004410,C001882,T000004,2025-11-17,4292.25,Confirmed
B004411,C000270,T000037,2025-11-05,2777.47,Confirmed
B004412,C001631,T000038,2026-10-07,2576.33,Confirmed
B004413,C004406,T000032,2026-05-03,1574.06,Confirmed
B004414,C003204,T000011,2026-08-21,2512.96,Pending
B004415,C001575,T000001,2025-10-26,4776.92,Confirmed
B004416,C002893,T000025,2026-05-20,1448.54,Confirmed
B004417,C001696,T000042,2026-04-13,1305.69,Confirmed
B004418,C003259,T000024,2026-04-12,1588.53,Confirmed
B004419,C003263,T000043,2026-07-27,2983.25,Confirmed
B004420,C001446,T000017,2026-05-14,4686.35,Confirmed
B004421,C000220,T000008,2025-11-12,3082.47,Confirmed
B004422,C000053,T000045,2025-11-27,1595.67,Cancelled
B004423,C001758,T000027,2026-06-25,2482.04,Cancelled
B004424,C001667,T000018,2026-05-25,2256.8,Cancelled
B004425,C002786,T000027,2026-08-16,709.56,Confirmed
B004426,C000720,T000022,2026-05-11,2797.89,Confirmed
B004427,C000406,T000016,2026-04-14,1067.03,Confirmed
B004428,C002295,T000002,2026-11-13,4290.1,Confirmed
B004429,C000072,T000005,2026-02-07,2970.33,Confirmed
B004430,C002054,T000018,2026-05-16,4300.73,Confirmed
B004431,C001230,T000003,2026-04-14,4802.2,Confirmed
B004432,C001568,T000027,2026-07-26,4744.35,Confirmed
B004433,C003683,T000017,2026-04-25,951.93,Confirmed
B004434,C002954,T000016,2026-04-15,4751.68,Confirmed
B004435,C004483,T000006,2026-06-12,4080.86,Confirmed
B004436,C000699,T000007,2025-11-02,3999.46,Confirmed
B004437,C000827,T000050,2026-06-19,905.58,Confirmed
B004438,C000349,T000014,2026-08-22,1307.82,Cancelled
B004439,C003909,T000038,2026-09-18,4888.24,Confirmed
B004440,C000308,T000040,2026-04-28,1460.17,Confirmed
B004441,C003417,T000015,2026-05-01,1260.74,Confirmed
B004442,C002335,T000047,2026-01-08,2130.58,Confirmed
B004443,C004862,T000047,2026-06-06,4610.1,Confirmed
B004444,C004821,T000048,2026-09-21,2642.87,Confirmed
B004445,C002810,T000033,2026-02-14,4642.63,Confirmed
B004446,C003559,T000043,2026-06-07,2004.52,Confirmed
B004447,C004479,T000027,2026-08-09,1519.38,Cancelled
B004448,C003478,T000029,2026-09-17,2728.41,Confirmed
B004449,C004621,T000037,2025-11-16,3269.65,Cancelled
B004450,C002687,T000005,2025-12-26,2261.75,Confirmed
B004451,C002986,T000029,2026-06-28,2057.14,Confirmed
B004452,C000276,T000032,2026-03-29,1481.27,Confirmed
B004453,C002548,T000006,2026-03-25,1737.53,Confirmed
B004454,C002765,T000002,2026-08-04,3529.03,Confirmed
B004455,C000337,T000006,2026-05-31,2164.43,Confirmed
B004456,C001974,T000046,2026-11-10,858.91,Confirmed
B004457,C002980,T000043,2026-08-11,1121.7,Confirmed
B004458,C004577,T000004,2026-03-29,2175.71,Confirmed
B004459,C003969,T000029,2026-08-03,4660.26,Pending
B004460,C000911,T000025,2026-05-16,2205.64,Confirmed
B004461,C001997,T000009,2026-01-20,772.89,Confirmed
B004462,C003130,T000003,2026-07-01,2380.97,Pending
B004463,C004205,T000026,2025-08-11,3509.68,Confirmed
B004464,C003758,T000048,2026-05-04,3171.18,Confirmed
B004465,C000328,T000043,2026-06-10,1754.61,Confirmed
B004466,C001800,T000027,2026-08-17,3596.4,Confirmed
B004467,C000315,T000036,2026-01-28,3337.81,Confirmed
B004468,C003546,T000032,2026-03-12,1274.78,Confirmed
B004469,C001135,T000001,2026-03-14,1229.65,Confirmed
B004470,C002747,T000016,2026-01-23,2962.32,Confirmed
B004471,C004877,T000048,2026-05-08,3467.47,Confirmed
B004472,C001521,T000011,2026-09-22,4828.6,Cancelled
B004473,C000156,T000026,2025-11-17,2398.69,Pending
B004474,C001725,T000040,2026-05-18,3942.23,Confirmed
B004475,C003344,T000001,2026-04-06,1024.34,Confirmed
B004476,C000887,T000026,2025-12-04,4503.24,Confirmed
B004477,C003074,T000028,2026-06-24,3348.98,Confirmed
B004478,C002806,T000009,2025-11-09,3330.64,Pending
B004479,C000722,T000044,2026-04-05,1140.99,Cancelled
B004480,C000913,T000022,2026-06-01,678.13,Confirmed
B004481,C003358,T000008,2025-10-28,3656.52,Cancelled
B004482,C000871,T000049,2025-10-17,1026.75,Confirmed
B004483,C004109,T000042,2026-01-15,1071.37,Confirmed
B004484,C000498,T000027,2026-06-12,1343.75,Confirmed
B004485,C001757,T000039,2025-11-20,939.86,Confirmed
B004486,C001118,T000019,2026-06-22,3314.27,Pending
B004487,C003410,T000025,2026-08-25,2399.02,Confirmed
B004488,C002829,T000038,2026-10-14,1697.43,Cancelled
B004489,C001648,T000021,2026-06-23,2483.37,Confirmed
B004490,C002984,T000024,2026-05-06,4298.63,Cancelled
B004491,C000143,T000024,2026-01-04,4671.86,Confirmed
B004492,C002762,T000019,2026-03-31,2693.64,Confirmed
B004493,C003436,T000050,2026-06-16,3050.39,Cancelled
B004494,C004661,T000047,2026-03-05,1657.4,Confirmed
B004495,C002432,T000002,2026-10-17,2811.2,Confirmed
B004496,C004513,T000014,2026-07-28,3866.54,Confirmed
B004497,C001849,T000032,2026-04-10,2714.62,Pending
B004498,C002697,T000042,2026-03-05,1859.33,Confirmed
B004499,C001718,T000032,2026-02-25,3119.15,Confirmed
B004500,C003073,T000028,2026-07-12,4759.95,Cancelled
B004501,C001068,T000048,2026-05-13,4495.93,Confirmed
B004502,C002787,T000039,2026-02-10,3961.59,Pending
B004503,C003792,T000040,2026-06-09,1742.94,Confirmed
B004504,C001289,T000042,2026-02-26,1587.02,Confirmed
B004505,C003872,T000047,2026-05-20,4273.42,Confirmed
B004506,C001807,T000040,2026-05-24,1315.93,Confirmed
B004507,C001505,T000013,2026-01-19,3225.25,Confirmed
B004508,C003309,T000012,2025-10-17,2475.18,Confirmed
B004509,C002952,T000008,2025-11-05,2605.94,Cancelled
B004510,C000072,T000015,2026-01-04,2545.45,Pending
B004511,C001691,T000026,2025-10-30,4549.78,Confirmed
B004512,C001345,T000012,2026-01-16,891.92,Confirmed
B004513,C003304,T000043,2026-05-23,4023.06,Confirmed
B004514,C003114,T000046,2026-06-26,4257.56,Confirmed
B004515,C000883,T000027,2026-07-12,4742.95,Confirmed
B004516,C004235,T000018,2026-07-22,2536.7,Confirmed
B004517,C002663,T000045,2025-12-25,2750.29,Confirmed
B004518,C001505,T000036,2026-04-26,4825.83,Confirmed
B004519,C002464,T000049,2025-12-31,2563.03,Cancelled
B004520,C002554,T000027,2026-04-13,2765.97,Confirmed
B004521,C000733,T000009,2025-11-21,1995.14,Confirmed
B004522,C001749,T000039,2026-02-14,642.32,Confirmed
B004523,C003925,T000001,2026-02-11,2448.75,Confirmed
B004524,C000424,T000007,2025-12-31,3447.91,Confirmed
B004525,C003479,T000026,2025-11-13,3604.76,Confirmed
B004526,C001592,T000007,2025-09-25,529.29,Confirmed
B004527,C004486,T000007,2025-08-24,4104.74,Pending
B004528,C004438,T000008,2025-12-10,2715.87,Confirmed
B004529,C004710,T000016,2026-04-15,2843.35,Confirmed
B004530,C000493,T000003,2026-07-20,4827.85,Confirmed
B004531,C000192,T000045,2025-12-13,1780.08,Confirmed
B004532,C000499,T000010,2026-05-08,3927.43,Confirmed
B004533,C004918,T000050,2026-07-03,3086.49,Confirmed
B004534,C001257,T000007,2025-11-07,3653.59,Confirmed
B004535,C001969,T000021,2026-05-01,2380.18,Confirmed
B004536,C004323,T000037,2025-09-03,1756.43,Confirmed
B004537,C002187,T000031,2025-11-20,2957.57,Cancelled
B004538,C000817,T000023,2026-07-22,2187.24,Confirmed
B004539,C003221,T000027,2026-06-09,1503.1,Confirmed
B004540,C001474,T000022,2026-06-14,4276.56,Confirmed
B004541,C001087,T000039,2025-12-17,2641.24,Confirmed
B004542,C004200,T000027,2026-06-11,4312.92,Confirmed
B004543,C001875,T000049,2025-11-10,2633.14,Confirmed
B004544,C000871,T000004,2026-03-18,3005.59,Confirmed
B004545,C004764,T000024,2026-02-13,4978.76,Cancelled
B004546,C002043,T000023,2026-06-25,4781.77,Confirmed
B004547,C000273,T000048,2026-07-04,1722.6,Confirmed
B004548,C001030,T000019,2026-05-30,4408.95,Confirmed
B004549,C003219,T000042,2026-02-16,2256.82,Cancelled
B004550,C004070,T000003,2026-05-21,820.62,Confirmed
B004551,C001052,T000027,2026-04-17,3091.01,Pending
B004552,C004034,T000003,2026-05-25,4896.73,Cancelled
B004553,C001574,T000028,2026-08-03,4884.41,Cancelled
B004554,C003191,T000017,2026-03-02,1069.09,Confirmed
B004555,C004389,T000031,2025-09-07,3970.56,Cancelled
B004556,C003798,T000010,2026-02-09,4112.75,Confirmed
B004557,C003290,T000049,2026-03-18,2159.35,Cancelled
B004558,C003748,T000022,2026-04-29,3463.68,Cancelled
B004559,C002106,T000030,2025-09-04,2696.72,Confirmed
B004560,C000308,T000049,2025-10-04,1525.52,Confirmed
B004561,C003360,T000021,2026-06-15,3925.69,Confirmed
B004562,C003177,T000036,2026-01-20,1682.39,Confirmed
B004563,C001252,T000023,2026-07-06,2032.01,Confirmed
B004564,C002748,T000038,2026-09-04,1355.08,Pending
B004565,C001518,T000012,2025-10-29,3736.72,Confirmed
B004566,C001379,T000025,2026-06-21,2564.26,Confirmed
B004567,C004892,T000020,2026-10-01,2495.18,Confirmed
B004568,C004993,T000049,2025-11-18,3220.53,Confirmed
B004569,C001962,T000049,2026-02-24,1207.69,Cancelled
B004570,C004306,T000042,2026-01-27,4541.69,Confirmed
B004571,C002864,T000007,2025-08-27,2592.99,Confirmed
B004572,C002657,T000029,2026-11-22,2149.37,Confirmed
B004573,C002495,T000048,2026-04-12,1070.11,Confirmed
B004574,C004568,T000029,2026-07-05,1255.79,Confirmed
B004575,C004006,T000013,2025-11-04,4641.62,Cancelled
B004576,C003564,T000003,2026-06-28,2554.78,Confirmed
B004577,C000923,T000002,2026-11-18,3749.83,Confirmed
B004578,C004233,T000016,2026-03-03,862.32,Cancelled
B004579,C004463,T000030,2025-09-07,3395.59,Confirmed
B004580,C002960,T000038,2026-09-04,4646.84,Confirmed
B004581,C000184,T000006,2026-04-17,1849.84,Confirmed
B004582,C003359,T000045,2025-11-03,3106.13,Confirmed
B004583,C001399,T000007,2025-08-08,4730.99,Confirmed
B004584,C002797,T000005,2025-10-06,3736.95,Cancelled
B004585,C000537,T000007,2026-01-08,780.46,Pending
B004586,C001274,T000034,2026-07-12,2204.32,Confirmed
B004587,C002968,T000032,2026-02-04,885.98,Confirmed
B004588,C003050,T000049,2025-11-13,4375.93,Confirmed
B004589,C001097,T000013,2025-12-21,3297.48,Confirmed
B004590,C001306,T000030,2026-01-15,4803.72,Confirmed
B004591,C000916,T000025,2026-09-22,588.9,Confirmed
B004592,C003082,T000021,2026-07-10,2403.89,Confirmed
B004593,C004248,T000021,2026-08-30,969.64,Cancelled
B004594,C001029,T000028,2026-08-17,2077.2,Pending
B004595,C001978,T000048,2026-04-12,1228.49,Cancelled
B004596,C003355,T000020,2026-08-24,1979.57,Confirmed
B004597,C002512,T000034,2026-08-18,4186.68,Confirmed
B004598,C000271,T000005,2026-01-12,1223.15,Confirmed
B004599,C001187,T000018,2026-10-06,2631.49,Pending
B004600,C004556,T000039,2025-09-15,4647.12,Pending
B004601,C004201,T000043,2026-10-06,4994.51,Pending
B004602,C003765,T000011,2026-11-05,1627.89,Cancelled
B004603,C002399,T000017,2026-05-11,4710.06,Confirmed
B004604,C004530,T000048,2026-06-17,1676.25,Confirmed
B004605,C004236,T000045,2025-10-07,2360.88,Pending
B004606,C004183,T000022,2026-05-04,4450.66,Confirmed
B004607,C001712,T000037,2025-08-27,4037.79,Cancelled
B004608,C002231,T000020,2026-09-08,4358.69,Pending
B004609,C000129,T000048,2026-07-09,4101.16,Confirmed
B004610,C001270,T000048,2026-04-18,1557.77,Confirmed
B004611,C003673,T000048,2026-07-20,3014.58,Confirmed
B004612,C001602,T000046,2026-08-20,2233.63,Confirmed
B004613,C004766,T000006,2026-05-30,2568.7,Confirmed
B004614,C003971,T000034,2026-05-30,1192.8,Confirmed
B004615,C004245,T000014,2026-12-01,1920.95,Confirmed
